Codigo,CodCompra,RubroC,Item,Stock,Precio,PrecioCba,Marca,Precio5
1347,1211BL,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA OVAL. BLANCA,0,520,338.91,Publish,451
2411,8400/BL,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA OVAL. BLANCA C/REJA,20,1035,726.23,Publish,966
2412,8400/NE,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA OVAL. NEGRA C/REJA,4,1035,726.23,Publish,966
867,867,ELECTRICIDAD>>>,LAMPARA TORTUGA CHAPA OVAL. NEGRA C/REJA BAJO CONS,0,1692,1219.76,Draft,1623
1716,1211,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA OVALADA NEGRA,0,520,338.91,Publish,451
2409,1038BL,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA REDON. BLANCA,0,506,328.28,Publish,437
1834,8500/BL,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA REDON. BLANCA C/REJA,28,1035,726.23,Publish,966
1311,8500/NE,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA REDON. NEGRA C/REJA,1,1035,726.23,Publish,966
2410,1038,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA CHAPA REDONDA NEGRA,0,506,328.28,Publish,437
9,8200/BL,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA PVC OVALADA VIDRIO BLANCA,62,759,518.74,Publish,690
8,8200/NE,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA PVC OVALADA VIDRIO NEGRA,24,759,518.74,Publish,690
1999,8300/BL,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA PVC REDONDA VIDRIO BLANCA,20,759,518.74,Publish,690
2000,8300/NE,ELECTRICIDAD>ILUMINACION>TORTUGAS>,LAMPARA TORTUGA PVC REDONDA VIDRIO NEGRA,40,759,518.74,Publish,690
2641,LAM9121,ELECTRICIDAD>>>,LAMPARA VELITA 28W E14,2,179,82.29,Draft,110
2112,2112,ELECTRICIDAD>>>,LAMPARA VELITA 28W E27,0,176,79.89,Draft,107
2649,LAM9120,ELECTRICIDAD>>>,LAMPARA VELITA 42W E14 LAM9120,0,176,79.89,Draft,107
2113,LAM9131,ELECTRICIDAD>>>,LAMPARA VELITA 42W E27 LAM9131,2,179,82.29,Draft,110
2274,E808595,ELECTRICIDAD>>>,LINTERNA VIGILANCIA RECARGABLE 1 LED 5W + 10W,0,3896,3188.78,Draft,3827
2680,2680,ELECTRICIDAD>>>,LISTON 2 X 18W ESTANCO,0,4155,3071.93,Publish,4086
2678,2678,ELECTRICIDAD>>>,LISTON ARMADO 1X40W IMPORTADO L140,0,1899,1375.73,Draft,1830
35,CL240,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON ARMADO 2X40W IMPORTADO,5,929,646.09,Publish,860
2679,7995,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON INDUSTRIAL 1 X 20W CON BALASTO ELECTR,0,450,286.05,Draft,381
4870,MBT5L9W65,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON MINI LED .9W 220V FRIA 572MM BAJO ALACENA,0,1038,728.43,Draft,969
4811,MBT5L14W65,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON MINI LED 14W 220V FRIA 872MM BAJO ALACENA,0,1343,957.27,Draft,1274
4782,MBT5L18W65T,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON MINI LED 18W 220V FRIA 1172MM BAJO ALACENA,6,1578,1133.88,Publish,1509
2948,LT8L600A,ELECTRICIDAD>ILUMINACION>TUBO LED>,LISTON PARA TUBO LED 1X.9 60CM 1 Y 2 LADOS BAW,74,397,246.35,Publish,328
2953,7005,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON PARA TUBO LED 1X.9 60CM 2 LADOS G/YEAR,33,438,277.02,Publish,369
2949,LT8L1200A,ELECTRICIDAD>ILUMINACION>TUBO LED>,LISTON PARA TUBO LED 1X18 120CM 1 Y 2 LADOS BAW,226,463,295.78,Publish,394
2952,7006,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON PARA TUBO LED 1X18 120CM 2 LADOS G/YEAR,136,486,313.15,Publish,417
2934,LT8L1500A,ELECTRICIDAD>ILUMINACION>TUBO LED>,LISTON PARA TUBO LED 1X24 150CM 1 LADO BAW,0,1091,768.02,Publish,1022
1650,7008,ELECTRICIDAD>ILUMINACION>LISTON LED>,LISTON PARA TUBO LED 1X36 240CM 2 LADOS G/YEAR,0,1326,944.83,Publish,1257
1925,LT8L1200-2A,ELECTRICIDAD>ILUMINACION>TUBO LED>,LISTON PARA TUBO LED 2X18 120CM 1 Y 2 LADOS BAW,54,565,372.36,Publish,496
1534,TQLED,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>VARIOS,LLAVE EMBUTIR AUTOMATICO PULSADOR P/PASILLO,10,2625,1921.25,Publish,2556
592,20001072,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>VARIOS,LLAVE EMBUTIR CIOCCA MODULO TOMA 10A BINORMA,14,130,45.65,Draft,61
158,20059,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>VARIOS,LLAVE EMBUTIR JELUZ MODULO TOMA 20A,50,324,191.05,Publish,255
3570,545217,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 INT. BP,446,219,112.52,Publish,150
3573,545220,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 INT. COMB.BP,122,238,126.77,Publish,169
3580,545222,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 INT+1TOMA 10A,0,290,165.43,Publish,221
3581,545229,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 INT+1TOMA BINORMA,467,289,164.87,Publish,220
3574,545221,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 PULSADOR 10X5 BP,142,224,116.21,Publish,155
3585,545240,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 PULSADOR 5X5 BP,38,238,126.7,Publish,169
3576,545211,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 TOMA 10A,431,219,112.52,Publish,150
3582,545224,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 TOMA 20A BP,0,409,255.17,Publish,340
3578,545205,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 TOMA BINORMA,266,219,112.52,Publish,150
3587,545248,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 1 TOMA DOBLE BP,167,362,219.98,Publish,293
3571,545218,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 2 INTERRUPTORES BP,0,290,165.43,Publish,221
3577,545212,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 2 TOMAS 10A,16,290,165.43,Publish,221
3579,545206,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 2 TOMAS BINORMA,258,290,165.43,Publish,221
3572,545219,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA 3 INTERRUPTORES BP,88,362,219.96,Publish,293
3583,545208,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA TELEFONO BP,0,306,177.58,Publish,237
3584,545239,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA TV PIN FINO BP,0,281,158.93,Publish,212
3586,545247,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE ARMADA USB X2 BP,0,2792,2047.19,Publish,2723
4035,397403,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO BASTIDOR 10X5,1610,101,23.51,Publish,32
4041,397401,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO BASTIDOR 5X5,135,101,23.51,Publish,32
4036,550112,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO INTERRUPTOR,1020,142,54.53,Publish,73
4037,550122,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO INTERRUPTOR COMB.,129,161,68.78,Publish,92
4038,550132,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO PULSADOR,190,147,58.22,Publish,78
4034,397300,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TAPA 3 MODULOS,634,113,32.85,Publish,44
4042,397700,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TAPA 5X5,308,113,32.85,Publish,44
4039,550422,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TAPON CIEGO,1408,78,6.12,Publish,9
4040,550442,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TELEFONO,1,229,119.59,Publish,160
4030,550912,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TOMA 10A,1378,142,54.53,Publish,73
4032,353206,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TOMA 10A BINORMA,1951,142,54.53,Publish,73
4913,353931,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TOMA 10A DOBLE,186,287,163.62,Publish,218
4031,353231,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TOMA 20A,133,332,197.18,Publish,263
3575,550432,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO TV PIN FINO,27,204,100.94,Publish,135
4033,373001,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>SICA,LLAVE EMBUTIR SICA LIFE MODULO USB X 2,5,2715,1989.2,Publish,2646
3003,3003,ELECTRICIDAD>>>,LLAVE EMBUTIR SICA TEMPORIZADOR 10X5,0,186,87.76,Draft,117
2467,TS-0003,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL BASTIDOR/TAPA 5X10,604,151,61.65,Publish,82
31,TS-0006,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL BASTIDOR/TAPA 5X5,65,142,54.87,Publish,73
2765,TS-0018,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO INTERR COMB.,124,178,81.75,Publish,109
2468,TS-0012,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO INTERRUPTOR,640,147,57.99,Publish,78
2469,TS-0015,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO PULSADOR,110,161,69.02,Publish,92
2472,TS-0030,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO TAPONCIEGO,850,80,7.76,Publish,11
2691,TS-0033,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO TELEFONO RJ11,30,238,126.5,Publish,169
4007,TS-0024,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO TOMA,223,149,59.83,Publish,80
2500,TS-0027,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO TOMA 20A,75,264,146.02,Publish,195
2470,TS-0021,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO TOMA BINORMA,975,149,59.83,Publish,80
2471,TS-0036,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL MODULO TV PIN GRUESO,90,343,205.32,Publish,274
3301,TS-0105,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,"LLAVE EMBUTIR TAAD BL TOMA USB  5V  0,7A",6,1999,1451.13,Publish,1930
3300,TS-0039,ELECTRICIDAD>LLAVES DE LUZ>EMBUTIR>TAAD,LLAVE EMBUTIR TAAD BL VARIADOR VENTL. TS-0039,0,1920,1391.04,Publish,1851
2420,C802,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR CAPSULADA 1 INTERRUPTOR MIG,53,414,258.67,Publish,345
2418,C801,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR CAPSULADA 1 TOMA 10A MIG,80,460,293.52,Publish,391
2419,C819,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR CAPSULADA INTERR/TOMA BIN 10A MIG,24,739,503.73,Publish,670
4856,KL48251,ELECTRICIDAD>>>,LLAVE EXTERIOR CAPSULADA MODULO TOMA 10A KALOP,0,174,78.87,Draft,105
4857,KL28252,ELECTRICIDAD>>>,LLAVE EXTERIOR CAPSULADA MODULO TOMA 20A KALOP,0,302,175,Draft,233
4854,KL48885,ELECTRICIDAD>>>,LLAVE EXTERIOR CAPSULADA P/MODULO 16A KALOP,0,254,139.07,Draft,185
4855,KL48881,ELECTRICIDAD>>>,LLAVE EXTERIOR CAPSULADA P/MODULO 32A KALOP,0,429,270.59,Draft,360
2358,TA-0072,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 1 INTERRUPTOR,165,174,78.49,Publish,105
2360,TA-0077,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 1 INTERRUPTOR + 1 TOMA,130,269,149.89,Publish,200
2362,TA-0073,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 1 PULSADOR ( TIMBRE ),101,177,80.63,Publish,108
2499,TA-0084,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 1 TOMA 20A CON TIERRA,522,291,166.55,Publish,222
2357,TA-0075,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 1 TOMA CON TIERRA,431,197,95.5,Publish,128
2361,TA-0076,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 2 INTERRUPTORES,21,256,139.96,Publish,187
2359,TA-0078,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TAAD BL 2 TOMAS,336,286,162.83,Publish,217
123,NT-0009,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE EXTERIOR TOP 1 TOMA SIMPLE,8,199,97,Publish,130
4815,TA-0012,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE PARA CORTADORA DE CESPED NARANJA,14,288,164.1,Publish,219
4814,TA-0011,ELECTRICIDAD>LLAVES DE LUZ>EXTERIOR>,LLAVE PARA CORTADORA DE CESPED NEGRA,24,288,164.1,Publish,219
3591,971151,ELECTRICIDAD>>>,LLAVE TERMICA 2X16 G. ELECTRIC,0,4040,2985.42,Draft,3971
3590,971150,ELECTRICIDAD>>>,LLAVE TERMICA 2X20 G. ELECTRIC,0,4040,2985.42,Draft,3971
3593,971153,ELECTRICIDAD>>>,LLAVE TERMICA 4X25 G. ELECTRIC,0,4040,2985.42,Draft,3971
3594,971154,ELECTRICIDAD>>>,LLAVE TERMICA 4X32 G. ELECTRIC,0,4040,2985.42,Draft,3971
5828,782205,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X.5A SICA,34,714,537.4,Publish,645
2340,K32C10,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X10A BAW,250,600,441.97,Publish,531
3317,782210,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X10A SICA,143,747,564.29,Publish,678
3318,782215,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X15A SICA,115,747,564.29,Publish,678
2341,K32C16,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X16A BAW,89,600,441.97,Publish,531
2342,K32C20,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X20A BAW,115,600,441.97,Publish,531
3319,782220,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X20A SICA,213,747,564.29,Publish,678
2670,2670,ELECTRICIDAD>>>,LLAVE TERMICA BIPOLAR 2X25A 3KA ALIC,0,1502,1076.82,Draft,1433
2343,K32C25,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X25A BAW,145,600,441.97,Publish,531
3320,782225,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X25A SICA,217,747,564.29,Publish,678
2344,K32C32,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X32A BAW,283,600,441.97,Publish,531
3321,782232,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X32A SICA,231,747,564.29,Publish,678
2345,K32C40,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X40A BAW,127,629,466.4,Publish,560
3322,782240,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X40A SICA,105,973,752.56,Publish,904
4741,782250,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X50A SICA,57,1251,984.55,Publish,1182
2346,K32C63,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X63A BAW,9,629,466.4,Publish,560
3323,782263,ELECTRICIDAD>LLAVES TERMICAS>BIPOLARES>,LLAVE TERMICA BIPOLAR 2X63A SICA,41,1310,1033.75,Publish,1241
4544,4544,ELECTRICIDAD>>>,LLAVE TERMICA TETRAPOLAR 2X20 4.5KA CURVA C ABB,0,4435,3282.57,Draft,4366
4545,4545,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4 X 32 A CURVA C ABB,0,7413,5521.32,Draft,7344
3331,782410,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.10A SICA,0,1756,1405.77,Publish,1687
3332,782415,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.15A SICA,21,1756,1405.77,Publish,1687
5907,K34C16,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.16A BAW,60,1131,884.61,Publish,1062
2096,K34C20,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.20A BAW,7,1131,884.61,Publish,1062
3333,782420,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.20A SICA,19,1756,1405.77,Publish,1687
2095,K34C25,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.25A BAW,23,1131,884.61,Publish,1062
3334,782425,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.25A SICA,30,1756,1405.77,Publish,1687
2724,K34C32,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.32A BAW,30,1131,884.61,Publish,1062
3335,782432,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.32A SICA,17,1756,1405.77,Publish,1687
500,K34C40,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.40A BAW,11,1190,933.48,Publish,1121
3336,782440,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.40A SICA,14,1942,1560.35,Publish,1873
4740,782450,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.50A SICA,11,2406,1946.81,Publish,2337
2725,K34C63,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.63A BAW,17,1190,933.48,Publish,1121
3337,782463,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.63A SICA,0,2522,2044.05,Publish,2453
5830,782480,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X.80A SICA,3,8937,6667.27,Publish,8868
5829,782400,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X100A SICA,1,8937,6667.27,Publish,8868
3171,J104D125,ELECTRICIDAD>LLAVES TERMICAS>TETRAPOLARES>,LLAVE TERMICA TETRAPOLAR 4X125 AMP BAW,0,6628,5465.5,Publish,6559
2347,K33C10,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X10A BAW,20,865,663.29,Publish,796
3324,782310,ELECTRICIDAD>>>,LLAVE TERMICA TRIPOLAR 3X10A SICA,20,1361,970.7,Publish,1292
3325,782315,ELECTRICIDAD>>>,LLAVE TERMICA TRIPOLAR 3X15A SICA,20,1361,970.7,Publish,1292
2348,K33C15,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X16A BAW,47,865,663.29,Publish,796
2349,K33C20,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X20A BAW,24,865,663.29,Publish,796
3326,782320,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X20A SICA,23,1234,970.7,Publish,1165
2350,K33C25,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X25A BAW,2,865,663.29,Publish,796
3327,782325,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X25A SICA,32,1234,970.7,Publish,1165
2351,K33C32,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X32A BAW,57,865,663.29,Publish,796
3328,782332,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X32A SICA,28,1234,970.7,Publish,1165
2352,N43C40,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X40A BAW,9,1011,784.58,Publish,942
3329,S782340,ELECTRICIDAD>>>,LLAVE TERMICA TRIPOLAR 3X40A SICA,0,1803,1303.24,Draft,1734
2353,N43C63,ELECTRICIDAD>LLAVES TERMICAS>TRIPOLARES>,LLAVE TERMICA TRIPOLAR 3X63A BAW,16,1011,784.58,Publish,942
3330,S782363,ELECTRICIDAD>>>,LLAVE TERMICA TRIPOLAR 3X63A SICA,0,2160,1571.95,Draft,2091
2334,K31C10,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 10A BAW,216,334,220.63,Publish,265
3310,782110,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 10A SICA,78,383,261.04,Publish,314
3311,782115,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 15A SICA,181,383,261.04,Publish,314
2335,K31C16,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 16A BAW,106,334,220.63,Publish,265
2336,K31C20,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 20A BAW,0,334,220.63,Publish,265
3312,782120,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 20A SICA,170,383,261.04,Publish,314
2337,K31C25,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 25A BAW,118,334,220.63,Publish,265
3313,782125,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 25A SICA,204,383,261.04,Publish,314
2338,K31C32,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 32A BAW,118,334,220.63,Publish,265
3314,782132,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 32A SICA,224,383,261.04,Publish,314
2339,K41C40,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 40A BAW,0,383,261.13,Publish,314
3315,782140,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 40A SICA,52,521,376.02,Publish,452
1280,K31C63,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 63A BAW,60,350,233.9,Publish,281
3316,782163,ELECTRICIDAD>LLAVES TERMICAS>UNIPOLARES>,LLAVE TERMICA UNIPOLAR 63A SICA,60,724,545.53,Publish,655
3191,3191,ELECTRICIDAD>>>,LUMINARIA CALLE C/CAÑO LARGO POLICARB E40 NL112,0,2188,1592.77,Draft,2119
2532,NL-0042,ELECTRICIDAD>ILUMINACION>LUMINARIAS ALUM PUBLICO>,LUMINARIA CALLE C/CAÑO Y BURBUJA POLICARB. E40,40,4470,3308.85,Publish,4401
